record_id,source_database,search_date,is_preprint,title,authors,year,venue,doi,url,content_type,phase1_identified,phase2_dedup_status,phase3_title_decision,phase3_title_reason,abstract_source,phase4_abstract_decision,phase4_abstract_reason,phase4_ic_met,phase4_ec_triggered,phase5_fulltext_decision,phase5_ec_triggered,phase5_decision_reviewed,phase5_fulltext_reason,phase6_qa_total_score,phase6_qa_meets_threshold,phase7_final_decision
R0184,IEEE Xplore,2026-07-06,False,Towards Secure Healthcare: Intrusion Detection with GraphSAGE-Based Meta-Learning and Hybrid Deep Models,"Degu, Abel and Igwe, Nnaemeka and Harrath, Youssef and Drumheller, Cole",2025,2025 Cyber Awareness and Research Symposium (CARS),10.1109/cars67163.2025.11337635,https://doi.org/10.1109/cars67163.2025.11337635,inproceedings,Yes,Unique,Passed,,,Uncertain,The paper describes two separate approaches but neither combines unsupervised anomaly detection with supervised classification in a hybrid cascade or two-stage architecture as required by IC3.,"IC1, IC2",EC3,Excluded,EC3,Excluded,"Excluded from the strict primary corpus. The paper evaluates two IoMT IDS approaches, EGraphSAGE with an MLP edge predictor and a CNN-LSTM hybrid deep model, on IoMT attacks and ACI-IoT-2023 datasets. Although it is relevant to healthcare IDS and compares graph-based and sequence-based architectures, it does not clearly implement a hybrid pipeline combining unsupervised anomaly detection with supervised attack classification. It should be used as related work or as an auxiliary comparator for graph-based and CNN-LSTM IoMT IDS.",,,Excluded
R0189,IEEE Xplore,2026-07-06,False,FBZX: A Novel Explainable AI based Security Model for IoT Healthcare Systems,"Sowjanya, Yemineni and Gopalakrishnan, S. and Kumar, R. Dinesh",2025,2025 Third International Conference on Augmented Intelligence and Sustainable Systems (ICAISS),10.1109/icaiss61471.2025.11042096,https://doi.org/10.1109/icaiss61471.2025.11042096,inproceedings,Yes,Unique,Passed,,,Uncertain,"The paper addresses IoMT healthcare security with anomaly detection using Federated Learning, but the abstract does not clearly confirm whether a supervised classification stage is combined with the unsupervised anomaly detection in a hybrid cascade or ensemble architecture.","IC1, IC2",,Excluded,EC3,Excluded,"Excluded from the strict primary corpus. The paper proposes FBZX, a hybrid explainable security model for IoT healthcare systems integrating Zero Trust Architecture, blockchain-based identity management, federated-learning-based anomaly detection with a Random Forest classifier, and XAI explanations. Although relevant to healthcare IoT security, privacy preservation, and explainability, it does not clearly implement a hybrid IDS pipeline combining unsupervised anomaly detection with supervised attack classification. It should be used as related work for privacy-preserving and explainable healthcare IoT security architectures.",,,Excluded
R0190,IEEE Xplore,2026-07-06,False,RemoteCare: Secure and Explainable Dual-Task Health and Cyberattack Detection Framework for IoMT,"Nnadiekwe, Chigozie Athanasius and Okechukwu Ajakwe, Simeon and Lee, Jae Min and Kim, Dong-Seong",2025,2025 16th International Conference on Information and Communication Technology Convergence (ICTC),10.1109/ictc66702.2025.11388979,https://doi.org/10.1109/ictc66702.2025.11388979,inproceedings,Yes,Unique,Passed,,,Uncertain,The paper uses a purely supervised deep learning architecture (CNN-GRU-LSTM) for both health and attack detection without incorporating unsupervised anomaly detection components.,"IC1, IC2",EC3,Excluded,EC3,Excluded,"Excluded from the strict primary corpus. The paper proposes a dual-task IoMT framework using CNN-GRU-LSTM for physiological state classification and binary cyberattack detection, with SHAP explainability and blockchain audit logging. Although highly relevant to IoMT security, XAI, and blockchain-based monitoring, it does not include a distinct unsupervised anomaly-detection stage. The architecture is a supervised hybrid deep-learning framework rather than a two-stage anomaly-detection/classification IDS.",,,Excluded
R0191,IEEE Xplore,2026-07-06,False,An Efficient Intrusion Detection Framework for IoMT Using Hybrid LSTM-XGBoost Model,"Baniya, Babu Kaji",2025,2025 IEEE Annual Congress on Artificial Intelligence of Things (AIoT),10.1109/aiot66900.2025.00150,https://doi.org/10.1109/aiot66900.2025.00150,inproceedings,Yes,Unique,Passed,,,Uncertain,"The paper uses a supervised LSTM+XGBoost cascade without any unsupervised anomaly detection component (e.g., autoencoder, one-class learning, reconstruction error).","IC1, IC2",EC3,Excluded,EC3,Excluded,"The paper uses a hybrid LSTM-XGBoost architecture where LSTM extracts temporal features and XGBoost performs classification, but both components are supervised classifiers trained on labeled data; there is no unsupervised component (autoencoder, one-class classifier, isolation forest, or reconstruction-error based method) in the architecture.",,,Excluded
R0194,IEEE Xplore,2026-07-06,False,RemoteCare: AI-Driven Multimodal Predictive Framework With Blockchain for Personalized Remote Patient Monitoring in IoMT,"Nnadiekwe, Chigozie Athanasius and Ajakwe, Simeon Okechukwu and Lee, Jae-Min and Kim, Dong-Seong",2026,IEEE Internet of Things Journal,10.1109/jiot.2025.3633505,https://doi.org/10.1109/jiot.2025.3633505,article,Yes,Unique,Passed,,,Uncertain,The system performs simultaneous health classification and cyberattack detection using a single hybrid CNN-GRU-LSTM supervised architecture without an explicit unsupervised anomaly detection stage in cascade or two-stage design.,"IC1, IC2",EC3,Excluded,EC3,Excluded,"Excluded from the strict primary corpus under EC3. The paper proposes RemoteCare, an AI-driven multimodal IoMT framework that combines CNN, GRU, and LSTM for dual-task health state classification and cyberattack detection, with SHAP explainability and PureChain/IPFS blockchain logging. Although the study is highly relevant to IoMT security, remote patient monitoring, multimodal data fusion, XAI, and blockchain-based auditability, the architecture does not include a distinct unsupervised anomaly-detection component. The hybrid aspect refers to supervised deep-learning architecture and multimodal dual-task prediction rather than a hybrid IDS combining unsupervised anomaly detection with supervised classification. Therefore, it does not satisfy IC3",,,Excluded
R0198,IEEE Xplore,2026-07-06,False,AnoML-IoT: Adaptive Ensemble Learning Framework for Intelligent Anomaly Detection in IoT Sensor Networks,"Surendiran, J",2026,2026 6th International Conference on Expert Clouds and Applications (ICOECA),10.1109/icoeca68095.2026.11485493,https://doi.org/10.1109/icoeca68095.2026.11485493,inproceedings,Yes,Unique,Passed,,,Uncertain,"The paper describes a generic IoT anomaly detection framework without specific focus on IoMT/healthcare networks, and uses an ensemble of supervised classifiers (RF, GB, DT) with Isolation Forest rather than a hybrid unsupervised-then-supervised cascade architecture.",,EC1,Excluded,EC3,Excluded,"Excluded under EC1. The paper proposes AnoML-IoT, an adaptive ensemble anomaly detection framework for generic IoT sensor networks using Random Forest, Gradient Boosting, Decision Tree, and Isolation Forest with adaptive weighted voting. Although the architecture technically combines supervised and unsupervised components, the study is not focused on IoMT, medical IoT, patient monitoring, wearables, or smart healthcare network security. The evaluation uses generic IoT sensor features such as temperature, humidity, light, and time rather than IoMT network traffic or healthcare-specific cyberattack data. Therefore, it does not satisfy IC1.",,,Excluded
R0209,Scopus,2026-07-06,False,Enhancing Security in Internet of Medical Things (IoMT) using Reinforcement Learning and Federated Learning Approaches,"Agarwal, Ankit and Krishnan, Sivaneasan Bala and Mamodiya, Udit and Chakrabarti, Prasun",2025,"Proceedings of the 6th International Conference on Electronics and Sustainable Communication Systems, ICESC 2025",10.1109/icesc65114.2025.11212310,https://www.scopus.com/pages/publications/105022642029?origin=resultslist,conference,Yes,Unique,Passed,,,Uncertain,"The paper proposes a hybrid architecture combining federated learning for decentralized anomaly detection with reinforcement learning for adaptive policy compliance, but does not combine unsupervised anomaly detection with supervised classification in the required cascade or ensemble design.","IC1, IC2",EC3,Excluded,EC3,Excluded,"Excluded under EC3. The paper proposes a hybrid IoMT security architecture combining Federated Learning for decentralized anomaly detection and Reinforcement Learning for adaptive policy control. Although it is directly relevant to IoMT security and evaluates intrusion/anomaly detection in a simulated IoMT environment with 120 heterogeneous devices, the architecture does not include a distinct unsupervised anomaly-detection component. The FL anomaly detector is trained with labeled binary anomaly data, and the RL module performs adaptive access-control and response-policy optimization rather than unsupervised anomaly detection. Therefore, the study does not satisfy IC3.",,,Excluded
R0213,Scopus,2026-07-06,False,Explainable Quantum Convolutional Neural Network for Attack Detection in Healthcare IoMT Systems Using SHAP and Grid5000 Computing,"Amara, Marwen and Mnasri, Sami and Amara, Marwa and Val, Thierry",2026,International Conference on Agents and Artificial Intelligence,10.5220/0014414900004052,https://www.scopus.com/pages/publications/105041719054?origin=resultslist,conference,Yes,Unique,Passed,,,Uncertain,The paper proposes a purely supervised quantum CNN approach without an unsupervised anomaly detection component in a cascade or hybrid architecture.,"IC1, IC2",EC3,Excluded,EC3,Excluded,"Excluded under EC3. The paper proposes an explainable QCNN–SHAP framework for healthcare IoMT attack detection using the CICIoMT2024 dataset and Grid5000 computing. Although it is highly relevant to IoMT security, XAI, and emerging quantum-classical IDS architectures, the hybrid aspect refers to quantum-classical learning combined with SHAP explainability. The architecture does not include a distinct unsupervised anomaly-detection component, such as an autoencoder, one-class classifier, Isolation Forest, clustering model, reconstruction-error mechanism, or unsupervised anomaly-scoring stage. Therefore, it does not satisfy IC3 and should be treated as related work rather than part of the strict primary corpus.",,,Excluded
R0250,ScienceDirect,2026-07-06,False,A digital twin-enhanced cybersecurity framework for IoT in healthcare: Applications in industry 4.0,Abubakar Wakili and Sara Bakkali and Isa Ali Ibrahim,2025,Telematics and Informatics Reports,10.1016/j.teler.2025.100254,https://www.sciencedirect.com/science/article/pii/S2772503025000684,article,Yes,Unique,Passed,,,Uncertain,"The paper addresses IoMT cybersecurity with anomaly detection through machine learning models, but the abstract does not clearly specify whether the framework combines unsupervised anomaly detection with supervised classification in a hybrid architecture.","IC1, IC2",,Excluded,EC3,Excluded,"Excluded under EC3. The paper proposes a Digital Twin-Enhanced Cybersecurity Framework for healthcare IoT using real-time digital twins, predictive analytics, LSTM, SVM, Random Forest, Hyperledger Fabric, smart contracts, and automated response mechanisms. Although it is relevant to healthcare IoT cybersecurity and includes anomaly detection, the contribution is a conceptual system-level cybersecurity framework rather than a clearly specified hybrid IDS architecture combining a distinct unsupervised anomaly-detection component with a supervised attack-classification stage. The evaluation is based on a conceptual case study rather than a conventional primary IDS experiment. Therefore, it should be used as related work on digital twins, blockchain, predictive analytics, and automated response in healthcare IoT security, but excluded from the strict primary corpus.",,,Excluded
R0316,ScienceDirect,2026-07-06,False,A Blockchain-Based Security Framework for a Highly Secure and Intelligent Healthcare Ecosystem,Priyanka Verma and Nitesh Bharot and Rutvij H. Jhaveri and John G. Breslin,2025,Procedia Computer Science,10.1016/j.procs.2025.09.492,https://www.sciencedirect.com/science/article/pii/S1877050925031655,article,Yes,Unique,Passed,,,Uncertain,"The paper addresses IoMT security and includes ML-based attack detection achieving 99.43% accuracy, but the abstract does not specify whether the ML model combines unsupervised anomaly detection with supervised classification in a hybrid architecture.","IC1, IC2",,Excluded,EC3,Excluded,"Excluded under EC3. The paper proposes a blockchain-based IoMT security framework integrating XChaCha20 encryption, IPFS decentralized storage, RBAC, smart contracts, Proof of Authority consensus, and a Random Forest model for cyberattack detection on the WUSTL-EHMS-2020 dataset. Although the study is relevant to IoMT security and reports strong attack detection performance, the proposed IDS component is supervised and does not include a distinct unsupervised anomaly-detection stage such as an autoencoder, one-class classifier, Isolation Forest, clustering model, reconstruction-error mechanism, or unsupervised anomaly score. Therefore, it does not satisfy IC3.",,,Excluded
R0324,ScienceDirect,2026-07-06,False,Explainable resource-Aware IoT security model via knowledge distillation and adaptive loss function optimization,Ogobuchi Daniel Okey and Sajjad Dadkhah and Demóstenes Zegarra Rodríguez and João Henrique Kleinschmidt,2026,Expert Systems with Applications,10.1016/j.eswa.2025.130460,https://www.sciencedirect.com/science/article/pii/S0957417425040758,article,Yes,Unique,Passed,,,Uncertain,"The paper addresses IoT security with intrusion detection on CICIoMT2024 dataset (IC1, IC2 met), but uses purely supervised 1DCNN teacher-student knowledge distillation without clear evidence of unsupervised anomaly detection combined with supervised classification (IC3 unclear).","IC1, IC2",,Excluded,EC3,Excluded,"Excluded under EC3. The paper proposes RAID-KL, an explainable and resource-aware IoT intrusion detection framework based on knowledge distillation, adaptive KL–JS divergence loss, 1D-CNN teacher–student models, SMOTE, Firefly feature selection, and SHAP explanations. Although the study evaluates CICIoMT2024 and is relevant to IoMT/IoT IDS, the architecture does not include a distinct unsupervised anomaly-detection component. The hybrid aspect refers to knowledge distillation, teacher–student compression, and loss-function optimization rather than a hybrid IDS combining unsupervised anomaly detection with supervised classification. Therefore, it does not satisfy IC3.",,,Excluded
R0344,ScienceDirect,2026-07-06,False,"Securing internet of medical things systems: Limitations, issues and recommendations",Jean-Paul A. Yaacoub and Mohamad Noura and Hassan N. Noura and Ola Salman and Elias Yaacoub and Raphaël Couturier and Ali Chehab,2020,Future Generation Computer Systems,10.1016/j.future.2019.12.028,https://www.sciencedirect.com/science/article/pii/S0167739X19305680,article,Yes,Unique,Passed,,,Uncertain,"The paper is a review/survey of IoMT security measures and proposes a layered security solution, but does not propose or evaluate a specific hybrid intrusion detection system combining unsupervised anomaly detection with supervised classification.",IC1,EC2,Excluded,EC3,Excluded,"EC7. This is a survey/review paper that discusses IoMT security issues and proposes a conceptual five-layer security framework, but does not implement or evaluate a hybrid IDS with unsupervised+supervised architecture.",,,Excluded
R0372,ScienceDirect,2026-07-06,False,FEDGAN-IDS: Privacy-preserving IDS using GAN and Federated Learning,Aliya Tabassum and Aiman Erbad and Wadha Lebda and Amr Mohamed and Mohsen Guizani,2022,Computer Communications,10.1016/j.comcom.2022.06.015,https://www.sciencedirect.com/science/article/pii/S0140366422002171,article,Yes,Unique,Passed,,,Uncertain,"The paper addresses IoT including smart e-healthcare systems (IC1) and proposes an IDS (IC2), but the abstract describes GAN as a classifier trained on augmented data without clearly indicating a hybrid architecture combining unsupervised anomaly detection with supervised classification (IC3 cannot be confirmed).","IC1, IC2",,Excluded,EC3,Excluded,"Excluded under EC1. The paper proposes FEDGAN-IDS, a privacy-preserving intrusion detection framework combining GAN-based local data augmentation with federated learning and CNN-based discriminators for binary and multiclass IDS. Although the architecture technically combines generative and supervised components and is relevant to distributed IoT IDS, the study is framed broadly for smart IoT systems and is evaluated only on generic IDS datasets, namely NSL-KDD, KDD99, and UNSW-NB15. It does not specifically address IoMT traffic, medical devices, wearables, patient monitoring systems, or smart healthcare network datasets. Therefore, it does not satisfy IC1.",,,Excluded
R0377,ScienceDirect,2026-07-06,False,A lightweight multi-vector DDoS detection framework for IoT-enabled mobile health informatics systems using deep learning,Aswani Devi Aguru and Suresh Babu Erukala,2024,Information Sciences,10.1016/j.ins.2024.120209,https://www.sciencedirect.com/science/article/pii/S0020025524001221,article,Yes,Unique,Passed,,,Uncertain,The paper proposes a purely supervised deep learning approach (modified GRU) for multi-vector DDoS detection without incorporating unsupervised anomaly detection in a hybrid architecture.,"IC1, IC2",EC3,Excluded,EC3,Excluded,"Excluded under EC3. The paper proposes a lightweight IDS for IoT-enabled mobile healthcare informatics systems using stacked modified GRU models. It is relevant to IoMT/mobile healthcare security and evaluates binary and multi-label DDoS detection through two supervised IDS instances, BCE and MCE, using CICIoT2023 and CICDDoS2019. However, despite being described as anomaly-based, the architecture does not include an unsupervised anomaly detection component such as an autoencoder, one-class classifier, clustering model, isolation forest, or reconstruction-error thresholding. The system is therefore a supervised deep-learning IDS rather than a hybrid unsupervised + supervised IDS. Therefore, it does not satisfy IC3.",,,Excluded
R0386,ScienceDirect,2026-07-06,False,Enhancing physical security in IIoMT environments,Umar Islam and Mohammed Naif Alatawi and Sulaiman Alamro and Hathal Salamah Alwageed and Hanif Ullah and Naveed Khan,2025,Internet of Things,10.1016/j.iot.2025.101653,https://www.sciencedirect.com/science/article/pii/S2542660525001672,article,Yes,Unique,Passed,,,Uncertain,"The paper focuses on physical security (tampering, unauthorized physical access) rather than network-based intrusion detection or anomaly detection in data traffic.",IC1,EC2,Excluded,EC3,Excluded,"Excluded under EC3. The paper proposes SecureGuard-IIoMT, an adaptive physical security framework for Industrial Internet of Medical Things environments. It combines Adaptive Sensor-Based Intrusion Detection using vibration, proximity, and pressure sensors, a Dynamic Tamper-Evident Enclosure with self-healing materials, and Blockchain-Powered Access Control for immutable physical access logging. Although the study is relevant to IIoMT security and includes anomaly detection for physical intrusion/tampering, it does not implement a hybrid IDS architecture combining an unsupervised anomaly detection component with a supervised attack classification stage. The learning component is applied to physical sensor-event data rather than IoMT network traffic, and LOF is used only for outlier removal during preprocessing. Therefore, the paper does not satisfy IC3.",,,Excluded
R0395,ScienceDirect,2026-07-06,False,RTAD-HIS: Regulated transformer architecture based anomaly detection framework towards security in healthcare IoT systems,Arun Kumar Rai and Deepak Kumar Verma and Rajendra Kumar Dwivedi,2025,Applied Soft Computing,10.1016/j.asoc.2025.113209,https://www.sciencedirect.com/science/article/pii/S1568494625005204,article,Yes,Unique,Passed,,,Uncertain,"The paper presents a purely unsupervised transformer-based anomaly detection system without a subsequent supervised classification stage, failing IC3.","IC1, IC2",EC4,Excluded,EC3,Excluded,"Excluded under EC3. The paper proposes RTAD-HIS, a regulated transformer-based anomaly detection framework for Healthcare IoT systems using SRTrans-ConvRNN, temporal pooling, stateful LSTM, multi-head self-attention, feature redundancy, anomaly scoring, and a final classification layer. It is evaluated on ECU-IoHT, WUSTL-EHMS 2020, and CICIDS2017 and is relevant to healthcare IoT anomaly detection. However, the architecture does not implement a hybrid IDS that combines a standalone unsupervised anomaly detection component with a supervised attack classification stage. The anomaly scoring module is an internal neural scoring mechanism based on anomaly probabilities and residual deviations, not a separate unsupervised detector such as an autoencoder, one-class classifier, clustering method, isolation forest, or LOF. Therefore, the paper does not satisfy IC3.",,,Excluded
R0407,ScienceDirect,2026-07-06,False,XAI-driven multi-attention DeepCRNN for enhanced cyberattack detection in internet of medical things environments,Prashant Giridhar Shambharkar and Nikhil Sharma,2025,Pervasive and Mobile Computing,10.1016/j.pmcj.2025.102123,https://www.sciencedirect.com/science/article/pii/S1574119225001129,article,Yes,Unique,Passed,,,Uncertain,The paper proposes a purely supervised deep learning model (CNN + Bi-LSTM + attention) without any unsupervised anomaly detection component in the hybrid architecture.,"IC1, IC2",EC3,Excluded,EC3,Excluded,"Excluded under EC3. The paper proposes MA-DeepCRNN, an XAI-driven IDS for IoMT environments combining CNN, Bi-LSTM, and multi-attention mechanisms for binary and multiclass cyberattack detection. It is evaluated mainly on WUSTL-HDRL-2024, with additional generalizability tests on ECU-IoHT, WUSTL-EHMS-2020, and ToN-IoT. Although the paper is IoMT-relevant and proposes a high-performing intrusion detection framework with SHAP and attention-based explainability, the architecture is a supervised deep learning classification pipeline. It does not include a separate unsupervised anomaly detection component such as an autoencoder, one-class classifier, clustering method, isolation forest, or LOF combined with a supervised classifier. Therefore, it does not satisfy IC3.",,,Excluded
R0411,ScienceDirect,2026-07-06,False,Evaluating and enhancing intrusion detection systems in IoMT: The importance of domain-specific datasets,Jordi Doménech and Olga León and Muhammad Shuaib Siddiqui and Josep Pegueroles,2025,Internet of Things,10.1016/j.iot.2025.101631,https://www.sciencedirect.com/science/article/pii/S2542660525001453,article,Yes,Unique,Passed,,,Uncertain,The paper evaluates machine learning models for IoMT intrusion detection but does not describe a hybrid architecture combining unsupervised anomaly detection with supervised classification.,"IC1, IC2",EC3,Excluded,EC3,Excluded,"Excluded under EC3. The paper evaluates and optimizes machine learning-based IDS models for IoMT environments, focusing on the importance of domain-specific datasets. It compares CICIoT2023 and CICIoMT2024, analyzes cross-domain generalization, and proposes improved preprocessing and evaluation practices such as uniform windowing, proper train-validation-test splits, shuffling, and class balancing with undersampling or SMOTE. Although the paper is highly relevant to IoMT IDS evaluation and uses supervised models including Decision Tree, Random Forest, XGBoost, and Feedforward Neural Network, it does not propose a hybrid IDS architecture combining a standalone unsupervised anomaly detection component with a supervised classifier. Therefore, it does not satisfy IC3.",,,Excluded
R0415,ScienceDirect,2026-07-06,False,Enhancing internet of medical things security: A multi-layered approach using dynamic adaptive deep reinforcement learning and blockchain,Nikhil Sharma and Prashant Giridhar Shambharkar,2026,Computers and Electrical Engineering,10.1016/j.compeleceng.2025.110808,https://www.sciencedirect.com/science/article/pii/S0045790625007517,article,Yes,Unique,Passed,,,Uncertain,"The intrusion detection component (SD-BiLSTMGRU-IDM) is a hybrid deep learning model combining BiLSTM and GRU architectures, but does not include an unsupervised anomaly detection stage as required by IC3.","IC1, IC2",EC3,Excluded,EC3,Excluded,"Excluded under EC3. The paper proposes a multi-layered IoMT security framework combining blockchain, IPFS, AES, SHA-512, Zero-Knowledge Proofs, PBFT, ABAC, dynamic adaptive deep reinforcement learning for AES key generation, and a deep learning IDS named SD-BiLSTMGRU-IDM. It is clearly relevant to IoMT security and evaluates binary and multiclass intrusion detection for classes such as Normal/Benign, MiTM, DDoS, Ransomware, and Buffer Overflow using the WUSTL-HDRL-2024 dataset. However, the IDS architecture is a supervised hybrid deep learning classifier based on BiLSTM and BiGRU layers, dropout, fully connected layers, and Softmax output. It does not include a standalone unsupervised anomaly detection component such as an autoencoder, one-class classifier, clustering method, isolation forest, or LOF combined with a supervised classifier. The DA-DRL component is used for cryptographic key generation, not anomaly detection. Therefore, it does not satisfy IC3.",,,Excluded
R0416,ScienceDirect,2026-07-06,False,Smart privacy-preserving patient monitoring (SP3M) using IoMT enabled edge-cloud federated learning with blockchain and GNN-autoencoders,Zain Abubaker and Kainat Nazir,2026,Computer Networks,10.1016/j.comnet.2026.112284,https://www.sciencedirect.com/science/article/pii/S1389128626002963,article,Yes,Unique,Passed,,,Uncertain,"The paper addresses IoMT patient monitoring (IC1) and involves anomaly/pattern detection in healthcare (IC2), but the abstract mentions GNN-autoencoders without clearly specifying whether this constitutes a hybrid architecture combining unsupervised anomaly detection with supervised classification (IC3 unclear).","IC1, IC2",,Excluded,EC2,Excluded,"Excluded under EC2. The paper proposes SP3M, a smart privacy-preserving patient monitoring framework using IoMT-enabled edge-cloud federated learning, blockchain-based trust management, IPFS off-chain storage, and GNN-autoencoder-based edge intelligence. Although it is clearly relevant to IoMT and includes an autoencoder component, the model is designed for physiological patient state classification using the MIMIC-III clinical dataset, with classes such as normal, at-risk, critical, and recovery. It does not propose or evaluate a network intrusion detection or cybersecurity anomaly detection system for IoMT traffic, attacks, malicious flows, DDoS, spoofing, malware, or communication-layer threats. The security analysis concerns privacy protection, blockchain trust, gradient inversion resistance, and model poisoning robustness in federated learning, not IDS detection. Therefore, it does not satisfy IC2.",,,Excluded
R0417,ScienceDirect,2026-07-06,False,Dirichlet process mixture mechanism with extended stochastic variational inference: Bayesian adversarial learning for IoT intrusion detection,Wenda He and Xiangrui Cai and Huayue Zhong and Weishan Zou and Yuping Lai and Xiaojie Yuan,2026,Neurocomputing,10.1016/j.neucom.2025.132374,https://www.sciencedirect.com/science/article/pii/S0925231225030462,article,Yes,Unique,Passed,,,Uncertain,"The paper addresses IoT intrusion detection (IC2) and mentions evaluation on WUSTL-EHMS-2020 which is a healthcare dataset (IC1), but the abstract describes only a Bayesian unsupervised clustering approach (DPMM with InIDMM) without clearly indicating a subsequent supervised classification stage required for IC3.","IC1, IC2",,Excluded,EC4,Excluded,"Excluded under EC4. The paper proposes a lightweight Bayesian anomaly-based IDS for IoT using a Dirichlet Process Mixture Mechanism that integrates an Infinite Inverted Dirichlet Mixture Model with Extended Stochastic Variational Inference. It is evaluated on CICIoT2023 and WUSTL-EHMS-2020, giving it partial IoMT relevance through the healthcare monitoring dataset. The method builds a legitimate traffic profile from normal samples and detects anomalies by comparing test-sample probability density values against learned statistical boundaries. However, the architecture is purely unsupervised/statistical anomaly detection and does not include a supervised classification stage such as Random Forest, SVM, CNN, LSTM, MLP, or another classifier combined with the anomaly detector. Therefore, it does not satisfy IC3.",,,Excluded
R0418,ScienceDirect,2026-07-06,False,T-CAP: T-cGAN enhanced privacy-preserving context-aware self-attentive and adversarially robust IDS for smart healthcare ecosystems,Vaishali Meena and Gaurav Indra and Kamal Kumar,2026,Knowledge-Based Systems,10.1016/j.knosys.2026.115840,https://www.sciencedirect.com/science/article/pii/S0950705126005666,article,Yes,Unique,Passed,,,Uncertain,The paper proposes a purely supervised deep learning IDS using T-cGAN and self-attention mechanisms without any unsupervised anomaly detection stage in a hybrid architecture.,"IC1, IC2",EC3,Excluded,EC3,Excluded,"Excluded under EC3. The paper proposes T-CAP, a privacy-preserving, context-aware, self-attentive, and adversarially robust IDS for smart healthcare/IoMT ecosystems. It combines LSTM-based temporal encoding, Transformer-based contextual attention, federated learning with differential privacy, and T-cGAN-based adversarial sample generation. The framework is evaluated on CICIoMT-2024, CIC-IDS2017, UNSW-NB15, and NSL-KDD and is clearly relevant to IoMT intrusion detection. However, the detection architecture is a supervised LSTM-Transformer classifier trained with benign/malicious labels. The T-cGAN component is used for adversarial sample generation and robustness training, not as a standalone unsupervised anomaly detector. The paper does not include an unsupervised anomaly detection stage such as an autoencoder, one-class classifier, clustering model, isolation forest, or LOF combined with a supervised classifier. Therefore, it does not satisfy IC3.",,,Excluded
R0424,ScienceDirect,2026-07-06,False,An Adaptive Intrusion Detection Framework for IoT: Balancing Accuracy and Computational Efficiency,Abdulaziz A. Alsulami and Badraddin Alturki and Ahmad J. Tayeb and Rayan A. Alsemmeari and Raed Alsini,2026,"Computers, Materials and Continua",10.32604/cmc.2026.076413,https://www.sciencedirect.com/science/article/pii/S1546221826004042,article,Yes,Unique,Passed,,,Uncertain,"Paper addresses IoMT (tests on CIC-IoMT-2024 dataset) and intrusion detection (IC1, IC2 met), but the abstract describes an 'adaptive decision mechanism' with 'multiple inference paths' that may or may not constitute a hybrid unsupervised-supervised architecture—full text needed to confirm IC3.","IC1, IC2",,Excluded,EC3,Excluded,"Excluded under EC3. The paper proposes an adaptive IDS framework for IoT environments that balances detection accuracy and computational efficiency using mutual information feature selection, calibrated random forest classifiers, ELECTRA embeddings, a logistic regression Teacher Probe, and a LinUCB contextual bandit to select among Reduced Model, Base Model, LLM Refinement, and Escalate to Analyst actions. The study is partially relevant to IoMT because it evaluates the framework on CIC-IoMT-2024, alongside RT-IoT-2022 and CIC-IoT-2023. However, the architecture is a supervised adaptive classification and decision-control framework. It does not include a standalone unsupervised anomaly detection component such as an autoencoder, one-class classifier, clustering method, isolation forest, or LOF combined with a supervised classifier. Therefore, it does not satisfy IC3.",,,Excluded
R0428,ScienceDirect,2026-07-06,False,Blockchain-based IDS in IoMT networks: Enhancing transparency in healthcare,Geetanjali Rathee and Anissa Cheriguene and Chaker Abdelaziz Kerrache and Sahraoui Dhelim,2026,Intelligent Hospital,10.1016/j.inhs.2026.100076,https://www.sciencedirect.com/science/article/pii/S3050837126000299,article,Yes,Unique,Passed,,,Uncertain,"The paper addresses IoMT (IC1) and proposes an IDS (IC2), but the abstract describes 'anomaly-based IDS implemented as a forest tree structure' without clearly indicating if this represents a two-stage hybrid combining unsupervised anomaly detection with supervised classification (IC3 requires full text confirmation).","IC1, IC2",,Excluded,EC3,Excluded,"Excluded under EC3. The paper proposes a blockchain-based IDS for IoMT healthcare networks, combining anomaly-based intrusion detection, random-forest-based anomaly scoring, blockchain consensus, trust-score management, validated alerts, and tamper-resistant storage/logging. Although the study is clearly framed around IoMT security and healthcare record transparency, the “hybrid” design refers to IDS plus blockchain integration rather than a hybrid unsupervised + supervised IDS architecture. The detection pipeline does not include a standalone unsupervised anomaly detection component such as an autoencoder, one-class classifier, clustering method, isolation forest, or LOF combined with a supervised classifier. The evaluation also uses the general CSE-CIC-IDS2018 dataset rather than an IoMT-specific dataset. Therefore, it does not satisfy IC3.",,,Excluded
